modis_sst,modis_chlora,salinity,bathymetry_m,latitude,longitude,depth,aragonite,latitude,longitude
6.424999713897705,,31.977,2.0,53.2295,-9.05983,3.0,3.0711978886312443,53.2295,-9.05983
,,32.017,322.0,57.999,9.5043,5.595,4.453745485506096,57.999,9.5043
,,30.95,69.0,58.13,-168.96,3.0,1.5923976822333417,58.13,-168.96
28.21500015258789,,34.012,4637.0,9.4898,149.33,8.0,4.392606232683513,9.4898,149.33
,,34.59,3544.0,57.376,-51.794,3.0,4.405573910429307,57.376,-51.794
,,34.463,6005.0,38.0,155.0,10.0,4.566353805874586,38.0,155.0
,,33.766,21.0,51.983,3.499,10.0,4.394123983949698,51.983,3.499
25.913333892822266,,36.46,5341.0,-25.0,-25.0,3.0,4.996940205031175,-25.0,-25.0
,,35.766,3844.0,43.499,-20.665,4.6826,4.650508143227958,43.499,-20.665
,,33.961,5554.0,41.7,155.0,0.0,3.983112597231221,41.7,155.0
,,35.991,5317.0,40.5,-18.0,8.6145,4.837873294283363,40.5,-18.0
,,36.73,4172.0,29.62,-28.0,5.7606,5.529074958138635,29.62,-28.0
26.989999771118164,,34.104,3620.0,16.751,-110.0,5.0,4.34374277143701,16.751,-110.0
9.46500015258789,,34.153,3556.0,-51.5,-103.0,4.0,3.649706070398722,-51.5,-103.0
,,34.707,73.0,56.983,-1.5004,5.0,3.900734537076362,56.983,-1.5004
,,34.544,5293.0,-47.107,-170.46,2.8759,4.289852989708794,-47.107,-170.46
21.45833396911621,,34.721,3166.0,-33.001,-103.0,3.0,3.952571677341711,-33.001,-103.0
10.502500534057615,,35.068,1695.0,58.91,-31.913,8.0,4.524159225291374,58.91,-31.913
,,34.583,5658.0,39.5,155.0,0.0,4.912188824678488,39.5,155.0
,,33.742,5337.0,44.0,155.0,10.0,4.19922250251819,44.0,155.0
17.887500762939453,,33.536,1439.0,31.19,-117.79,4.0,3.7777473845021152,31.19,-117.79
4.994999885559082,,32.525,3014.0,58.0,-174.87,10.0,2.914251299209905,58.0,-174.87
15.352499008178713,,35.6,4787.0,46.545,-19.671,5.0,5.039793527787444,46.545,-19.671
,,34.111,198.0,58.999,3.5,5.0,6.188647031177599,58.999,3.5
29.877500534057617,,35.625,14.0,28.017,-83.031,6.0,4.291410620372542,28.017,-83.031
26.881248474121097,,36.316,5276.0,15.0,-29.0,3.0,5.113146622415771,15.0,-29.0
,,35.8,4941.0,42.033,-18.0,9.1276,5.000914843346496,42.033,-18.0
,0.2981540262699127,31.918,2439.0,48.184,-126.6,4.0,3.4074806810320357,48.184,-126.6
,,35.878,3574.0,43.0,-20.66,4.4339,5.105044255063305,43.0,-20.66
17.7189998626709,,35.394,4062.0,-39.501,-27.485,4.0,4.81195041161854,-39.501,-27.485
6.642499923706055,,34.404,3691.0,-50.68,143.42,9.0,3.7722390886164776,-50.68,143.42
,,32.8364,3999.0,46.9672,169.8093,10.0,2.978301021033966,46.9672,169.8093
,,35.936,6060.0,41.0,-17.33,4.8681,4.892051533604101,41.0,-17.33
,,31.357,53.0,48.81,-125.52,3.0,4.634011486280637,48.81,-125.52
,,34.985,106.0,59.001,-1.5012,5.0,3.933564389704978,59.001,-1.5012
,,34.768,2131.0,-50.904,0.6567,4.0,3.370952685222888,-50.904,0.6567
,,34.711,3366.0,34.001,175.0,0.0,4.4441499004502045,34.001,175.0
7.524999618530273,,34.332,4987.0,-50.503,-170.02,6.0,3.688719548410858,-50.503,-170.02
,,35.072,3673.0,52.893,-24.656,7.0,4.68378029795023,52.893,-24.656
10.079999923706056,,34.325,4517.0,-53.499,-150.0,6.0,3.840775512001702,-53.499,-150.0
,,35.501,144.0,49.235,-10.663,10.0,5.212984577641982,49.235,-10.663
6.706999778747559,,32.5289,3725.0,49.28,-134.67,5.0,2.947934465272783,49.28,-134.67
15.8125,,35.223,4260.0,-40.5,-28.101,5.0,4.722901480076665,-40.5,-28.101
,,34.351,6252.0,30.068,147.02,0.0,4.720470716900603,30.068,147.02
12.844999313354492,,34.8602,3439.0,-39.9996,-9.66570000000002,7.0,4.181300573772718,-39.9996,-9.66570000000002
18.453332901000977,,36.112,2064.0,-30.001,-33.967,4.0,5.198112770602586,-30.001,-33.967
,,35.74,3827.0,41.499,-20.665,4.961,4.861216337205713,41.499,-20.665
2.612499952316284,,34.682,3397.0,59.066,-49.95,2.0,4.101160531306952,59.066,-49.95
28.732498168945312,,34.8955,7797.0,-19.5237,-172.7885,6.0,4.765044924904366,-19.5237,-172.7885
,,34.819,2722.0,59.685,-39.6,5.0,4.419803281839325,59.685,-39.6
27.604999542236328,,34.677,3246.0,-19.396,177.49,10.0,5.0013935130947464,-19.396,177.49
21.143333435058594,,33.616,1329.0,40.004,142.98,0.0,4.366088895759828,40.004,142.98
8.335000038146973,,32.846,5889.0,46.991,166.75,10.0,3.397831770874343,46.991,166.75
,,31.5285,111.0,59.9,-174.6,3.0,5.237983251733012,59.9,-174.6
,,34.278,4448.0,-14.634,94.999,2.0,4.6226262093789705,-14.634,94.999
21.75,,35.571,5405.0,-34.499,-29.298,8.0,4.588357263698331,-34.499,-29.298
28.60249900817871,,33.939,4764.0,-8.2182,95.0,2.0,4.320897787252683,-8.2182,95.0
12.329999923706056,,34.3666,5528.0,40.0075,159.671,0.0,3.870063234295035,40.0075,159.671
,,32.926,5805.0,46.001,164.99,0.0,2.9352472132560545,46.001,164.99
,,32.949,5532.0,50.03,165.0,9.0,2.684259078967378,50.03,165.0
1.0,,31.2083,73.0,57.68,-169.51,4.0,4.831610894304796,57.68,-169.51
,,33.134,5249.0,35.504,-135.01,1.0,3.904041291410397,35.504,-135.01
,,31.49,231.0,51.33,-128.9,10.0,2.498309289634666,51.33,-128.9
30.84749984741211,,33.5766,4758.0,-2.5082,94.2373,5.0,4.17268493985724,-2.5082,94.2373
26.461666107177734,,35.289,6002.0,29.996,162.1,8.0,4.854715686368746,29.996,162.1
,,35.987,4767.0,41.0,-20.0,8.3593,4.91707851116331,41.0,-20.0
,,32.061,518.0,58.483,9.5,5.0,3.735538644441605,58.483,9.5
11.880000114440918,,34.398,4848.0,-47.0,-150.0,1.0,4.1087241455124985,-47.0,-150.0
30.13999938964844,,35.3592,6049.0,23.9932,164.9813,10.0,4.6853232503080555,23.9932,164.9813
,,33.975,4260.0,6.0,155.0,9.0,4.618962520960894,6.0,155.0
,,35.014,33.0,51.501,2.001,9.35,4.679451746455754,51.501,2.001
,,32.875,5201.0,47.097,160.09,0.0,2.5719963139519537,47.097,160.09
30.23499870300293,,34.0403,4775.0,5.0128,165.0072,10.0,4.333171042308504,5.0128,165.0072
,,35.117,5558.0,-20.995,-169.99,1.9877,5.255201919233014,-20.995,-169.99
,,33.928,38.0,56.001,6.4997,5.764,4.446629696818675,56.001,6.4997
,,35.953,5172.0,-39.192,-45.282,9.0,5.227973926860404,-39.192,-45.282
25.04624938964844,,36.5274,4876.0,16.5556,-52.3339,5.0,5.278012570100094,16.5556,-52.3339
29.02833366394043,,34.335,5137.0,0.3343,-3.0005,6.0,4.37886389615359,0.3343,-3.0005
,,31.4717,41.0,59.45,-167.81,2.0,1.9768267077575947,59.45,-167.81
6.329999923706055,,32.622,4524.0,53.001,-152.0,3.0,3.2280348818639473,53.001,-152.0
29.170000076293945,,34.7,2142.0,-4.2297,155.362,6.0,4.740477764685234,-4.2297,155.362
,,35.078,113.0,57.999,-0.4982,5.0,3.9137437830778854,57.999,-0.4982
,,32.3533,5198.0,46.9956,208.0001,10.0,2.987522740328354,46.9956,208.0001
,,32.15,183.0,52.065,-54.289,9.0,3.045848908573868,52.065,-54.289
14.85099983215332,,34.763,3397.0,-44.528,-173.5,2.0,4.540971391778659,-44.528,-173.5
,,34.948,4242.0,-36.018,95.008,4.0,4.480140847254128,-36.018,95.008
,,33.872,1905.0,-50.68,68.5,5.7,3.168832958171235,-50.68,68.5
29.654998779296875,,34.52,5579.0,15.161,149.32,0.0,4.575555222681078,15.161,149.32
,,33.813,3174.0,-53.132,142.15,9.0,3.1908265749719726,-53.132,142.15
,0.051580537110567,34.03,4719.0,9.4933,149.34,0.0,4.42982014217284,9.4933,149.34
,0.426227867603302,31.9611,48.0,57.31,-169.9182,10.0,2.50034163468703,57.31,-169.9182
,,31.8502,114.0,56.6297,-170.6742,10.0,2.8725778196620326,56.6297,-170.6742
13.364999771118164,,34.7125,6036.0,37.0235,149.6937,0.0,4.577000186668627,37.0235,149.6937
,,33.321,5722.0,44.001,165.01,9.0,4.395644983986237,44.001,165.01
2.055000066757202,,31.4047,79.0,56.97,-170.28,3.0,2.506459117141725,56.97,-170.28
,,33.583,30.0,55.999,7.4957,4.725,3.370208037700091,55.999,7.4957
,,32.782,29.0,54.4,7.4998,5.598,4.574257645564294,54.4,7.4998
,,35.604,5761.0,10.742,-28.0,5.4687,5.318891360433314,10.742,-28.0
12.54777717590332,,31.6618,23.0,44.9307,-66.84,6.0,2.535862703255272,44.9307,-66.84
1.8249999284744265,,33.711,2286.0,-51.86,0.007,5.0,3.154534479446191,-51.86,0.007
,,35.504,5549.0,-0.5002,-168.75,2.3868,4.4962329564677,-0.5002,-168.75
,,35.767,3438.0,43.5,-18.0,3.5478,4.876523395459286,43.5,-18.0
9.887499809265137,,35.502,188.0,52.999,-13.748,5.0,3.990429095915022,52.999,-13.748
15.55500030517578,,33.726,5145.0,39.5,-152.0,4.0,3.842382737028796,39.5,-152.0
,,34.949,107.0,57.001,0.8795,4.539,4.529447585467471,57.001,0.8795
,,33.812,5658.0,39.5,155.0,0.0,4.155461393797343,39.5,155.0
,,34.499,5672.0,35.0,155.0,10.0,4.797547667393629,35.0,155.0
,,32.4646,114.0,59.8917,-178.1935,2.0,3.482752086512348,59.8917,-178.1935
3.5112500190734863,,33.861,4912.0,-56.058,84.262,4.0,3.3592852082367193,-56.058,84.262
,,31.7744,62.0,57.45,-169.78,10.0,1.9375341426889876,57.45,-169.78
,,32.0709,91.0,59.911,-174.0243,10.0,2.574093169315112,59.911,-174.0243
28.272777557373047,,34.243,5198.0,14.001,136.99,5.0,4.414654761091279,14.001,136.99
28.038333892822266,,35.775,420.0,35.904,-74.821,9.0,4.992539281373781,35.904,-74.821
24.63999938964844,,36.091,1129.0,19.0,-17.0,6.0,4.8401309211552785,19.0,-17.0
6.292999744415283,,31.338,2.0,53.2493,-9.05067,3.0,2.731521691024536,53.2493,-9.05067
19.95833396911621,,34.757,4250.0,30.0,136.32,4.0,4.756386928284274,30.0,136.32
,,32.154,30.0,53.967,7.4833,10.0,3.6318812004103176,53.967,7.4833
18.204999923706055,,34.906,5639.0,-37.667,-150.0,4.0,4.28789134256619,-37.667,-150.0
15.644999504089355,,33.8912,4249.0,40.0103,143.9998,10.0,4.458718357841499,40.0103,143.9998
28.49833297729492,,35.178,5717.0,28.005,165.0,0.0,4.60832983038324,28.005,165.0
,,35.927,4565.0,40.0,-17.33,8.3357,4.760872418260559,40.0,-17.33
,,34.726,5993.0,30.0,142.25,4.0,4.771506246113598,30.0,142.25
10.279999732971191,,34.288,5825.0,38.0,148.99,0.0,3.792989699303895,38.0,148.99
7.892999649047852,,32.681999999999995,20.0,53.0682,-9.4205,3.0,3.109623520132146,53.0682,-9.4205
,,33.783,3595.0,-49.826,1.9228,9.3,3.368897489061613,-49.826,1.9228
,,33.846,2537.0,-52.0,-8.0,9.0,3.1042230164721016,-52.0,-8.0
,,36.351,930.0,36.167,-7.3873,1.9853,5.264508861130251,36.167,-7.3873
23.553749084472656,,37.262,5200.0,28.5,-24.217,3.0,5.080982009694823,28.5,-24.217
,,35.246,4698.0,-39.517,-172.42,3.2748,4.778501339166581,-39.517,-172.42
9.684999465942385,,33.955,69.0,38.47,-123.25,5.0,3.694022107269282,38.47,-123.25
17.029998779296875,,34.672,5936.0,35.029,164.99,0.0,4.6218578074432735,35.029,164.99
,,34.386,5509.0,15.019,137.01,0.0,4.678077724233557,15.019,137.01
,,34.365,3332.0,56.114,-53.117,10.0,4.475222072295752,56.114,-53.117
,,33.193,5497.0,43.249,155.0,10.0,4.184515715104499,43.249,155.0
,,34.452,5793.0,37.3,155.0,0.0,4.9198514134167315,37.3,155.0
25.78999900817871,,36.187,4876.0,7.9102,-24.86,5.0,4.943747450674511,7.9102,-24.86
5.125,,33.8,4353.0,-48.501,0.7618,5.0,3.3939418317237204,-48.501,0.7618
,,36.299,4996.0,39.0,-19.33,9.9288,4.93125304353734,39.0,-19.33
,,34.206,6101.0,34.003,165.01,0.0,4.718735400550758,34.003,165.01
,,35.677,4676.0,43.0,-16.67,8.8292,5.016243444438076,43.0,-16.67
3.7699999809265137,,34.783,3450.0,58.64,-50.416,3.0,3.8096275738796344,58.64,-50.416
0.6049999594688416,,31.4229,49.0,59.84,-171.85,2.0,1.6092480983693538,59.84,-171.85
27.956666946411133,,36.1054,289.0,32.386,-78.4752,3.0,4.933679411527696,32.386,-78.4752
16.814167022705078,,35.379,5350.0,-32.508,-143.15,10.0,4.909461260464945,-32.508,-143.15
28.887500762939453,,33.858,3390.0,4.2,155.0,10.0,4.63399210742999,4.2,155.0
,,34.705,59.0,56.999,3.7501,5.0,4.172348024049687,56.999,3.7501
5.839999675750732,,33.944,4046.0,-53.589,-78.948,8.0,3.175916524927698,-53.589,-78.948
,,34.678,4432.0,-47.47,144.9,4.0,4.0532704952245115,-47.47,144.9
30.32499885559082,,36.0795,3243.0,16.5073,67.5103,4.0,4.920496187762609,16.5073,67.5103
11.903332710266112,,34.293,5557.0,39.998,154.33,0.0,3.93807753530106,39.998,154.33
22.04833221435547,,34.639,1902.0,26.74,126.33,10.0,4.9389505744125355,26.74,126.33
5.375,,32.3297,178.0,56.28,-171.05,3.0,4.1120426231537826,56.28,-171.05
5.759999752044678,,34.046,4225.0,-57.13,-68.25,5.0,3.281121279131834,-57.13,-68.25
22.16499900817871,,34.781,6197.0,30.002,147.42,0.0,4.76945233154826,30.002,147.42
,,34.031,4582.0,-59.5,-103.0,4.0,3.370838621981012,-59.5,-103.0
20.536666870117188,,35.525,3999.0,-34.5,-25.0,2.0,4.742695277717942,-34.5,-25.0
0.9575000405311584,,30.9797,48.0,58.83,-168.16,3.0,3.993653693350768,58.83,-168.16
23.809999465942383,,33.872,3767.0,2.4987,-110.0,6.0,4.290580607857293,2.4987,-110.0
11.449999809265137,,34.93,3352.0,54.018,-25.53,5.0,4.397676965309445,54.018,-25.53
6.054999828338623,,33.907,2665.0,-56.421,-64.494,4.6,3.3967332925377343,-56.421,-64.494
24.864999771118164,,36.455,4942.0,16.5,-29.0,3.0,5.407566516123305,16.5,-29.0
16.954999923706055,,35.002,4094.0,-35.498,94.991,4.0,4.538668846513956,-35.498,94.991
24.256250381469727,,35.495,4146.0,-29.5,-150.0,6.0,4.9208504924609775,-29.5,-150.0
17.559999465942383,,34.758,5699.0,31.965,143.04,0.0,4.750132855965736,31.965,143.04
9.399999618530272,,34.767,3038.0,59.245,-36.398,8.0,4.158205026463175,59.245,-36.398
,,35.779,4967.0,42.001,-18.667,4.422,4.633994942107074,42.001,-18.667
,,34.4233,5610.0,40.0105,157.0107,0.0,4.509026126570284,40.0105,157.0107
,,36.339,4602.0,39.5,-17.25,4.5171,4.828941654642749,39.5,-17.25
4.230000019073486,,32.829,5850.0,47.997,164.98,0.0,3.4200389016735917,47.997,164.98
11.873749732971191,,34.654,4624.0,-45.176,-172.73,5.0,4.095068516519948,-45.176,-172.73
,,35.498,5726.0,-32.0,-170.0,6.256,5.046337794092385,-32.0,-170.0
,,35.726,2648.0,41.5,-20.0,5.6644,4.618898388337527,41.5,-20.0
,,32.742,100.0,42.972,145.4485,10.0,4.609757605592465,42.972,145.4485
8.063750267028809,,34.06,18.0,53.3398,-5.903,3.0,3.3324073143435413,53.3398,-5.903
27.986249923706055,,34.92,5090.0,-16.9985,80.001,10.0,4.563362645084425,-16.9985,80.001
8.770000457763672,,32.4307,116.0,48.6013,-126.0007,5.0,3.3178243136900485,48.6013,-126.0007
,,34.607,5798.0,-17.965,95.002,2.0,4.792702527760953,-17.965,95.002
28.30500030517578,,36.097,822.0,31.6367,-77.5287,5.0,4.9167481708407985,31.6367,-77.5287
6.154999732971191,,31.0749,72.0,57.5,-167.35,3.0,4.6936221082539715,57.5,-167.35
28.420000076293945,,33.8198,3206.0,13.99916,-102.9962,5.0,4.049792833118426,13.99916,-102.9962
29.49333381652832,,34.948,5355.0,14.982,136.98,10.0,4.778582549794488,14.982,136.98
,,34.3952,5610.0,40.0105,157.0107,10.0,4.495074973054086,40.0105,157.0107
,,33.886,3536.0,-52.084,142.7,6.0,3.456829585942132,-52.084,142.7
,0.2981540262699127,31.912,2439.0,48.184,-126.6,10.0,3.399948221217628,48.184,-126.6
,,34.925,106.0,57.0,0.86667,5.0,3.782789885512149,57.0,0.86667
2.325000047683716,,30.8332,70.0,57.9,-169.24,4.0,3.497736897879739,57.9,-169.24
,,34.457,6005.0,38.0,155.0,0.0,4.551773849943714,38.0,155.0
17.03499984741211,,35.61,5550.0,-32.5001,-163.8247,8.0,4.815621508184941,-32.5001,-163.8247
18.135000228881836,,19.876,261.0,49.73,-124.68,5.0,3.122281925649187,49.73,-124.68
11.28499984741211,,34.335,4529.0,-44.002,-30.264,10.0,3.976350451868853,-44.002,-30.264
,,36.103,5076.0,40.5,-19.33,5.0353,4.954658300380011,40.5,-19.33
,,33.805,2638.0,-54.064,141.6,10.0,3.192454633677437,-54.064,141.6
,,32.767,5238.0,39.9513,147.7061,10.0,4.5535105628338535,39.9513,147.7061
7.339999675750732,,32.864,5531.0,50.016,165.01,10.0,3.1518296715142937,50.016,165.01
28.625,,34.613,5127.0,0.0008,-3.001,5.0,4.435084996496788,0.0008,-3.001
,,32.2937,2950.0,58.0,-174.84,5.0,3.8557154703571377,58.0,-174.84
,,34.282,5672.0,35.0,155.0,5.0,4.683086093864522,35.0,155.0
27.49099922180176,,35.524,4092.0,4.0027,-25.503,3.0,4.925801698161511,4.0027,-25.503
,,31.4977,47.0,58.144,-169.9192,10.0,2.5204709115192214,58.144,-169.9192
12.984999656677246,,35.259,1183.0,58.5,-15.999,5.0,4.928167728023659,58.5,-15.999
,,33.363,25.0,53.203,4.5005,5.287,3.7714329465091345,53.203,4.5005
,,32.395,4598.0,46.244,-143.34,1.0,4.129595821007379,46.244,-143.34
,,35.737,4239.0,4.667,-26.831,1.0,5.059358267952612,4.667,-26.831
,,32.247,535.0,58.5,10.133,5.0,3.5254747553696317,58.5,10.133
,,33.822,22.0,53.832,6.502,4.428,3.5650127691949995,53.832,6.502
30.229999542236328,,33.953,4511.0,2.821,138.01,0.0,4.269286655738951,2.821,138.01
,,34.291,42.0,53.8,4.0002,5.696,4.447689618687135,53.8,4.0002
,,36.334,4980.0,40.5,-20.0,4.251,5.005856616320949,40.5,-20.0
2.690000057220459,,33.834,4692.0,-55.195,85.189,5.0,3.187771905224825,-55.195,85.189
,,35.541,1512.0,-32.567,114.38,3.0,5.230244618528245,-32.567,114.38
19.53499984741211,,35.48,4829.0,-39.968,-172.69,4.0,4.810059703350216,-39.968,-172.69
,,35.241,928.0,58.95,-17.182,7.0,4.2918019935236424,58.95,-17.182
,,33.418,4006.0,31.95,-120.9,10.0,3.883174822369473,31.95,-120.9
,,34.065,5829.0,39.029,169.97,0.0,3.931938831851903,39.029,169.97
,,36.06,5221.0,40.0,-19.33,6.6672,4.855970816909395,40.0,-19.33
13.3149995803833,,34.2,5701.0,41.653,146.5,0.0,3.949558990781113,41.653,146.5
27.936248779296875,,35.196,4168.0,4.0003,-23.0,4.0,5.027727413955437,4.0003,-23.0
,,35.615,4221.0,-35.0,73.47,3.1,4.708272133053282,-35.0,73.47
,,35.737,4026.0,44.001,-19.998,1.5122,4.556566276283215,44.001,-19.998
,,32.627,4082.0,41.642,-135.99,1.0,3.6897373866203047,41.642,-135.99
,,35.072,47.0,50.5,0.0018333,4.752,3.965494356444367,50.5,0.0018333
28.791000366210938,,34.71,5076.0,-11.496,-170.0,6.0,4.748865950682419,-11.496,-170.0
,,33.24,269.0,59.0,4.701,5.131,3.3250952156989175,59.0,4.701
23.76249885559082,,36.525,4844.0,20.001,-29.0,10.0,5.057149234830917,20.001,-29.0
,,34.836,33.0,56.0,5.0005,4.981,4.302531131821074,56.0,5.0005
,,31.1627,85.0,58.36,-168.7,3.0,1.9911232234901632,58.36,-168.7
7.25124979019165,,31.0014,191.0,48.6183,-123.2483,5.0,0.5527662889592395,48.6183,-123.2483
,,34.082,5375.0,39.005,147.0,0.0,4.590709657932255,39.005,147.0
28.63599967956543,,36.429,5257.0,13.571,-52.338,4.0,5.385457733396838,13.571,-52.338
8.295000076293945,,34.179,4059.0,-53.5,-103.0,5.0,3.614425646008939,-53.5,-103.0
,,36.21,5485.0,40.5,-18.66,8.5345,4.974897713982799,40.5,-18.66
25.84312438964844,,36.182,4619.0,-0.99818,-23.0,10.0,4.796930896349811,-0.99818,-23.0
30.0049991607666,,34.816,4411.0,20.502,149.33,0.0,4.618179383570198,20.502,149.33
22.385000228881836,,34.715,5990.0,33.518,141.5,10.0,4.796155726988936,33.518,141.5
,,32.0827,40.0,59.508,-167.729,10.0,2.628987197387997,59.508,-167.729
20.528331756591797,,36.057,4788.0,39.499,-20.0,4.0,5.037484666317951,39.499,-20.0
,,32.757,5337.0,44.0,155.0,0.0,3.391244352438558,44.0,155.0
,,35.939,4126.0,44.5,-20.0,7.3629,5.138929746894214,44.5,-20.0
,,35.903,4086.0,44.0,-20.66,3.4662,5.084138411166497,44.0,-20.66
10.600000381469728,,32.679,5697.0,47.022,174.97,0.0,3.3761689099130563,47.022,174.97
,,34.706,6492.0,35.05,142.53,10.0,5.030390898219455,35.05,142.53
13.052499771118164,,34.432,5434.0,36.0,155.0,8.0,4.330244849337097,36.0,155.0
14.34999942779541,,34.882,3432.0,-41.785,95.0,5.0,4.302257455475318,-41.785,95.0
2.8450000286102295,,32.928,5862.0,48.011,165.02,0.0,3.0352272661238993,48.011,165.02
,,32.9885,6009.0,46.9985,171.6176,10.0,2.9390811086822604,46.9985,171.6176
28.232500076293945,,34.3154,5413.0,4.9913,137.0072,9.0,4.364769177193603,4.9913,137.0072
,,32.0293,110.0,59.91,-172.8,10.0,1.867456893504566,59.91,-172.8
